"","text","created_at","user_location"
"48435"," anyone  still getting tested regardless     final four   everyday life  beyond      symptom assume        worried   go get vaccinated tests  pointless unless   just looking  two weeks  work",2021-03-30,"Ontario, OH"
"48446","governor brian kemp goes  quarantine   exposed  someone  tested positive  covid19  exposure happened saturday  day   received  covid19 vaccine gapol gpblawmakers",2021-03-30,"Georgia, USA"
"48458","hows  experimental non fda approved vaccine working  ",2021-03-30,"Nash Co. NC"
"48506","covid19 vaccination site  mdc noh  close  end  may",2021-03-30,"Weston, FL"
"48508","   world need  vaccine  virus   99 recovery rate
covid19 vaccines  weapons  mass destructionand  wipe   human race  conscious sounds 432hz
",2021-03-30,"nyc"
"48510","gov bill lee quietly received  covid19 vaccine   weekendvia",2021-03-30,"United States"
"48527","covid19 vaccine appointment booked",2021-03-30,""
"48538","psa   spent yesterday tweeting  covid19 eligibility updates  failed  include   nys supreme cou   order  cuomo administration  vaccinate incarcerated ppl   disseminating  false narrative around vaccine distribution",2021-03-30,"Washington, DC"
"48562","  make  feel better worldwide infectiousdisease expes  deemed  vaccines safe amp effectivethe  mrna technology used   covid19 vaccine  now  tested  multiplesclerosis  spokesmanreview
",2021-03-30,"San Francisco, CA"
"48597","received  second covid19 vaccine shot today 
vaccination wearamask socialdistancing covid19  still spreading please   pa  protecting    preventing  spread   deadly virus  half  million lives lost   us alone wearamask properly",2021-03-30,"New York, NY"
"48627","   vaccine hesitants believing  anti vaxxersthe  mrna technology used   covid19 vaccine  now showing promise  ms sufferers multiple sclerosis vaccine   byproduct  covid19 technologythe spokesmanreview
",2021-03-30,"San Francisco, CA"
"48642","breaking wisconsinannounces everyone 16  older   eligible   covid19 vaccine staing next week",2021-03-30,"Milwaukee, WI"
"48666","    much hope   horizon   asking   hang  just  little bit longer

 day  expressing concern   rise  covid19 cases theis  boston touring  federallysuppoed vaccination site  hynes convention center",2021-03-30,"Boston, MA"
"48671","staing april 1 priority access   covid19 vaccine   given   ages 16  highrisk conditions details gtgtgt 
 nbcct",2021-03-30,"West Hartford, CT"
"48678"," doesnt matter   covid19 came  get vaccinated  end  pandemic",2021-03-30,"Tucson"
"48684","  long time  waiting  got  first shot  vaccination finally

tamu
covid19 
vaccinepasspo 
gigem 
 
",2021-03-30,"College Station, TX"
"48689","get  vaccine orange county",2021-03-30,"Orange County, California"
"48698","got  2nd  final dose   moderna covid19 vaccine   feel greatno side affectsyet",2021-03-30,"Corpus Christi, TX"
"48702","  awesome getting  vaccine   can still wearing  mask  following social distancing  sanitation     get  ",2021-03-30,"San Diego, CA"
"48713","  also cou ordered  everyone get vaccinated   smallpox outbreakfreedom  expression  one thingbut  safety   general population  supersede  cases   deadly coronavirus pandemic  affects us  draconian  think ",2021-03-30,""
"48742"," second pfizer covid19 vaccine relief thank youandpfizer covidvaccine",2021-03-30,"Minnesota, USA"
"48747","  pre register theyll send   email  telling    can make  appt  just googled covid19 vaccine pre registration   days ago signed  got  email today  now  get dose one  thursday",2021-03-30,"Telegraph Ave "
"48773","   close  makes sense  mask  continue  keep  safe distance  get vaccinated  soon    able",2021-03-31,"Sequim, WA"
"48805","pocatello mayor among  receiving covid19 vaccine  eligibility expands  se idaho",2021-03-31,""
"48819","maternal covid19 vaccination protects fetus infantsvia",2021-03-31,"NEW YORK TOUGH, USA"
"48821","  various church locations   charlotte area    serving   covid19 vaccination site  33143 click  links  sign  covidvaccine",2021-03-31,"Charlotte via Delaware via DC"
"48833"," served 6000  ahns
seconddose covid19 vaccination clinic   monroeville convention center today",2021-03-31,"Pittsburgh PA"
"48854","today  call center  open   people  schedule  covid19 vaccine  clinic  happening  friday   shawnee spos complex 

 can call 3043575157  9  3 pm",2021-03-31,"pgh | psu | charleston"
"48855","breakingpfizer  just announced   covid19 vaccine  safe  kids  young  12  paves  way  child vaccinations  soon   fall foxla",2021-03-31,"Houston, TX"
"48862","pfizer vaccine 100 effective safe  covid19  children 1215 according   company  plan  ask fda  add  age group   current emergency use authorization",2021-03-31,"West Des Moines, IA"
"48863","please help  bipoc neighbors know    available especially  english    first language  encourage   get vaccinated",2021-03-31,"Burlington, VT"
"48868","pfizers covid19 vaccine 100 effective  adolescents company says",2021-03-31,"Bowling Green, KY"
"48870","just  pfizer says vaccine protects kids  young  12",2021-03-31,"Charleston, WV"
"48874","pfizer covid19 vaccine 100 effective  study  12  15yearolds",2021-03-31,"Des Moines, Iowa  USA"
"48877","pfizer announced wednesday   covid19 vaccine  safe  strongly protective  kids  young  12  step toward possibly beginning shots   age group   head back  school   fall",2021-03-31,"Houston, TX"
"48881"," mental  psychological pain took away  pain   covid vaccine shot mentalhealth covid19via",2021-03-31,"Florida, USA"
"48895"," vaccination centre  somewhereover  rainbow   end   queue great organization though pleased    covid19 vaccinessavelives vaccinerollout",2021-03-31,"Manhattan, NY"
"48896","thehas opened  covid19 vaccine   hoosier age 16  older  register visitor call 211",2021-03-31,"Indianapolis, IN"
"48912","video pfizer says covid19 vaccine 100 effective safe  kids  young  12via",2021-03-31,"Abilene, TX"
"48914","  today  161  53423486 americans  fully vaccinated  covid19  need  reach 70  80antivaccine ppl  everywhere counting  others  control  killer   hope  reach  necessary numbers without  help",2021-03-31,"Florida, USA"
"48915","kids spread covid easily   getting  vaccine  also   godsend",2021-03-31,"State College, PA"
"48946","pfizer says covid19 vaccine  100 effective  clinical trial  children  12  15",2021-03-31,""
"48950","yep   received  second dosage    morning
pfizer says covid19 vaccine  100 effective  clinical trial  children  12  15",2021-03-31,"NYC"
"48958","breaking  pennsylvanians   eligible   covid19 vaccine  419",2021-03-31,"Harrisburg, Pa."
"48971","everyone  pa eligible  coronavirus vaccine  april",2021-03-31,""
"48989","folks  identify  bipoc fairview   vaccine appoitnments  pretty much  person  color   sites    metro  mpls  st paul   need  make  appoitnment  mycha",2021-03-31,"North Minneapolis"
"48999","brilliant fighting covid19 vaccine resistance  passpo scams  fighting voter suppression simultaneously",2021-03-31,"Long Island"
"49002","osu extension volunteers  working hard  assistwith 800 vaccination appts  fairgrounds today  vaccine clinics  appointment   open  clackamas county residents   eligible learn moremedia footage available",2021-03-31,"Oregon City, OR"
"49009","vaccine breakthrough cases identified  18 counties

among    1 million washingtonians    fully vaccinated  covid19 102 people  tested positive  covid19   two weeks   vaccinations

",2021-03-31,"📍Seattle, WA - Pluviophile💧"
"49012","  pa  stay healthy  keep   im around safe  covid19  getting  second vaccine atstaff  great knowledgeable organized  super friendly working together   can  makingadifference",2021-03-31,"Annapolis, Maryland"
"49020","covid19 vaccine  effective  safe  adolescents yay 
science  press release boo",2021-03-31,"U of North Carolina"
"49027","reactions  generally  rare  still something   cautious   enough   reason   get vaccinated  covid19 symptoms  way worse  can obviously result  death",2021-03-31,"West Hollywood, Los Angeles"
"49036","stay vigilant everyone 
get vaccinatedandkeep wearingmasks  public 
france  enter  third national lockdown  four weeks amid covid19 surge",2021-03-31,"Cape Cod-Barnstable County, MA"
"49038","  happy  volunteer  acovid19 vaccination site  seattle today",2021-03-31,"Seattle, WA"
"49065","unrealjohnson amp johnson covid19 vaccine  delayed   us factory mixup",2021-03-31,"Northern VA"
"49067","pfizerbiontech says  covid19 vaccine  100 effective  welltolvia",2021-03-31,"Farmington Hills, MI"
"49074","  looking  get vaccinated  covid19  south central txalemu medical home  luling tx  offering free moderna vaccines drivethru style702 s hackberry ave across  seton davis hosp
830 4454131 call  schedule  appointment
covidvaccine",2021-03-31,"512"
"49080","working   outdoor covid19 vaccination site operators  extremeheat risk  keep everyone safe  temperatures increase day 1 uarizona uarizonaresearch",2021-03-31,"Tucson, AZ"
"49082","first shot done april 28  wil   2nd halfway   fully vaccinated covid19   going  get ",2021-03-31,"Bremerton, WA"
"49086","thank  juliana  encouraging educators staff parents  students  get vaccinated    can ensure safe school reopenings",2021-03-31,"Las Vegas, NV"
"49091","pfizer says covid19 vaccine  100 effective  clinical trial  children  12  15",2021-03-31,""
"49104","got  first dose  covid19 vaccine  syracuse oncenter  afternoon  keep  thread   record",2021-03-31,"🌾CAN •🗽NYC"
"49123","new  massachusetts covid19 command center says  hasnt  informed   delay  shipments   johnson amp johnson vaccine   state   response   news 15 million doses   jampj vaccine  ruined   baltimore manufacturing plant",2021-03-31,"Boston, MA"
"49147","damn  2021

johnson amp johnson covid19 vaccine doses  delayed   us factory mixup",2021-04-01,"Pensacola, FL"
"49151","joe biden     okay  black
religious leaders work  build trust  covid19 vaccine  communities  color",2021-04-01,""
"49153","free donuts   year   get  covid19 vaccine krispykreme covidvaccine",2021-04-01,"Texas"
"49155","1157 million covid19 vaccine doses   administered join us  protecting  loved ones sign    appointment ator",2021-04-01,"5562 Philadelphia St. Chino,CA"
"49164"," 100 fully vaccinated people  washington state test positive  covid19via",2021-04-01,"Grapevine, Texas 76051"
"49166","trial staed  vaccine  one   scariest coronavirus variantstech science news",2021-04-01,"Palo Alto, CA"
"49187","today  received  covid19 vaccine  wella oneshot johnson  johnson vaccine

like  esteemedyou  follow  account  increase  joy   feel like dancing bhangra  getting  shot

vaccination vaccinessavelives covidvaccine",2021-04-01,"Cabin John, MD"
"49196","  late  drive thru mass testing sites  closed due  lack  customers weve got vaccines now  body  getting sick      vaccine  wont get sick thats  opinions   live",2021-04-01,"Mary Esther, Fl"
"49225"," group ofstudents  panership   colleges   state health depament  conducting  survey  get  idea    peers across  state  vermont think   covid19 vaccine 

",2021-04-01,"Burlington, VT"
"49227"," 100 fully vaccinated people  washington state test positive  covid19via",2021-04-01,"Clearwater, Florida"
"49228","   easy  can get  covid19 vaccine well   live   alaskan village  fo yukon near  arctic circle  reachable  aircraft coronavirus",2021-04-01,"Washington, DC"
"49265","covid19 vaccine data
total doses distributed
195581725
total doses administered
150273299
4121 yetis saying  100mcovidmisinformation covid19",2021-04-01,"atlanta"
"49274"," tried contacting   back   unable    city  cleveland   involvement   wolstein vaccination program",2021-04-01,"Ohio, USA"
"49300","activities  fun things vaccinated covidvaccine covid19visitation rules  changed get  shotto visit",2021-04-01,"San Antonio, Texas"
"49310","praying   mom    getting prepared  take  2nd covid19 vaccine   coughing  sneezing continuously ever since  wont admit    shot  claims  genetics smh tf  shit got  mind  fucked  never heard  speak like ",2021-04-01,"Orlando, FL ✈️ World Wide 🌎"
